编号	名称	图标	品质	内观	性别	是否可以批量使用	职业限制	等级限制	物品等级	拾取分类	羽化等级	物品类别	部位	耐久度	出售价格	叠加上限	持有类型	是否可丢弃	是否可销毁	力量需求	悟性需求	身法需求	根骨需求	经脉需求	CD时间	CD类别	掉落模型ID	模型ID	物攻下限	物攻上限	魔攻下限	魔攻上限	道攻下限	道攻上限	物防下限	物防上限	魔防下限	魔防上限	物免	魔免	命中	暴击	闪避	生命值	魔法值	默认值	随机属性组	目标类型	合法对象	使用成功率	附加功能ID	功能参数	功能数据	描述	掉落说明	使用说明	编辑器目录
02113	仁者战甲(男)	items/11016	3	11016	0	0	1	70	70	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				4	17	0	0	0	0	2	17	0	4	0	0	0	0	0	0	0	0	29	0	0	0	0						
02114	仁者战甲(男)	items/11016	4	11016	0	0	1	70	70	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	23	0	0	0	0	2	22	0	6	0	0	0	0	0	0	0	0	29	0	0	0	0						
02115	仁者战甲(女)	items/11017	0	11017	1	0	1	70	70	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				0	3	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0						
02116	仁者战甲(女)	items/11017	1	11017	1	0	1	70	70	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	7	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	29	0	0	0	0						
02117	仁者战甲(女)	items/11017	2	11017	1	0	1	70	70	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0						
02118	仁者战甲(女)	items/11017	3	11017	1	0	1	70	70	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				4	17	0	0	0	0	2	17	0	4	0	0	0	0	0	0	0	0	29	0	0	0	0						
02119	仁者战甲(女)	items/11017	4	11017	1	0	1	70	70	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	23	0	0	0	0	2	22	0	6	0	0	0	0	0	0	0	0	29	0	0	0	0						
02120	虹渊法袍(男)	items/13010	0	13010	0	0	2	70	70	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0						
02121	虹渊法袍(男)	items/13010	1	13010	0	0	2	70	70	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	29	0	0	0	0						
02122	虹渊法袍(男)	items/13010	2	13010	0	0	2	70	70	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	3	1	11	0	0	0	0	0	0	0	0	29	0	0	0	0						
02123	虹渊法袍(男)	items/13010	3	13010	0	0	2	70	70	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	4	17	0	0	0	5	2	15	0	0	0	0	0	0	0	0	29	0	0	0	0						
02124	虹渊法袍(男)	items/13010	4	13010	0	0	2	70	70	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	23	0	0	0	6	2	20	0	0	0	0	0	0	0	0	29	0	0	0	0						
02125	虹渊法袍(女)	items/13011	0	13011	1	0	2	70	70	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0						
02126	虹渊法袍(女)	items/13011	1	13011	1	0	2	70	70	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	29	0	0	0	0						
02127	虹渊法袍(女)	items/13011	2	13011	1	0	2	70	70	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	3	1	11	0	0	0	0	0	0	0	0	29	0	0	0	0						
02128	虹渊法袍(女)	items/13011	3	13011	1	0	2	70	70	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	4	17	0	0	0	5	2	15	0	0	0	0	0	0	0	0	29	0	0	0	0						
02129	虹渊法袍(女)	items/13011	4	13011	1	0	2	70	70	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	23	0	0	0	6	2	20	0	0	0	0	0	0	0	0	29	0	0	0	0						
02130	紫阳道袍(男)	items/16010	0	16010	0	0	4	70	70	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0						
02131	紫阳道袍(男)	items/16010	1	16010	0	0	4	70	70	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	3	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0						
02132	紫阳道袍(男)	items/16010	2	16010	0	0	4	70	70	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	6	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0						
02133	紫阳道袍(男)	items/16010	3	16010	0	0	4	70	70	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	17	1	8	1	7	0	0	0	0	0	0	0	0	29	0	0	0	0						
02134	紫阳道袍(男)	items/16010	4	16010	0	0	4	70	70	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	23	1	11	1	10	0	0	0	0	0	0	0	0	29	0	0	0	0						
02135	紫阳道袍(女)	items/16011	0	16011	1	0	4	70	70	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0						
02136	紫阳道袍(女)	items/16011	1	16011	1	0	4	70	70	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	3	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0						
02137	紫阳道袍(女)	items/16011	2	16011	1	0	4	70	70	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	6	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0						
02138	紫阳道袍(女)	items/16011	3	16011	1	0	4	70	70	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	17	1	8	1	7	0	0	0	0	0	0	0	0	29	0	0	0	0						
02139	紫阳道袍(女)	items/16011	4	16011	1	0	4	70	70	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	23	1	11	1	10	0	0	0	0	0	0	0	0	29	0	0	0	0						
02140	轩辕战甲(男)	items/11018	0	11018	0	0	1	80	80	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	4	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0						
02141	轩辕战甲(男)	items/11018	1	11018	0	0	1	80	80	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				2	9	0	0	0	0	1	9	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0						
02142	轩辕战甲(男)	items/11018	2	11018	0	0	1	80	80	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	15	0	0	0	0	1	15	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02143	轩辕战甲(男)	items/11018	3	11018	0	0	1	80	80	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	21	0	0	0	0	2	21	0	5	0	0	0	0	0	0	0	0	30	0	0	0	0						
02144	轩辕战甲(男)	items/11018	4	11018	0	0	1	80	80	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				6	27	0	0	0	0	3	27	1	7	0	0	0	0	0	0	0	0	30	0	0	0	0						
02145	轩辕战甲(女)	items/11019	0	11019	1	0	1	80	80	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	4	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0						
02146	轩辕战甲(女)	items/11019	1	11019	1	0	1	80	80	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				2	9	0	0	0	0	1	9	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0						
02147	轩辕战甲(女)	items/11019	2	11019	1	0	1	80	80	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	15	0	0	0	0	1	15	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02148	轩辕战甲(女)	items/11019	3	11019	1	0	1	80	80	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	21	0	0	0	0	2	21	0	5	0	0	0	0	0	0	0	0	30	0	0	0	0						
02149	轩辕战甲(女)	items/11019	4	11019	1	0	1	80	80	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				6	27	0	0	0	0	3	27	1	7	0	0	0	0	0	0	0	0	30	0	0	0	0						
02150	奥义法袍(男)	items/13012	0	13012	0	0	2	80	80	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02151	奥义法袍(男)	items/13012	1	13012	0	0	2	80	80	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	2	9	0	0	0	2	1	8	0	0	0	0	0	0	0	0	30	0	0	0	0						
02152	奥义法袍(男)	items/13012	2	13012	0	0	2	80	80	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	15	0	0	0	4	1	13	0	0	0	0	0	0	0	0	30	0	0	0	0						
02153	奥义法袍(男)	items/13012	3	13012	0	0	2	80	80	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	21	0	0	0	6	2	18	0	0	0	0	0	0	0	0	30	0	0	0	0						
02154	奥义法袍(男)	items/13012	4	13012	0	0	2	80	80	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	6	27	0	0	1	8	3	24	0	0	0	0	0	0	0	0	30	0	0	0	0						
02155	奥义法袍(女)	items/13013	0	13013	1	0	2	80	80	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02156	奥义法袍(女)	items/13013	1	13013	1	0	2	80	80	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	2	9	0	0	0	2	1	8	0	0	0	0	0	0	0	0	30	0	0	0	0						
02157	奥义法袍(女)	items/13013	2	13013	1	0	2	80	80	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	15	0	0	0	4	1	13	0	0	0	0	0	0	0	0	30	0	0	0	0						
02158	奥义法袍(女)	items/13013	3	13013	1	0	2	80	80	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	21	0	0	0	6	2	18	0	0	0	0	0	0	0	0	30	0	0	0	0						
02159	奥义法袍(女)	items/13013	4	13013	1	0	2	80	80	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	6	27	0	0	1	8	3	24	0	0	0	0	0	0	0	0	30	0	0	0	0						
02160	冥火道袍(男)	items/16012	0	16012	0	0	4	80	80	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	4	0	2	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0						
02161	冥火道袍(男)	items/16012	1	16012	0	0	4	80	80	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	9	0	4	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02162	冥火道袍(男)	items/16012	2	16012	0	0	4	80	80	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	7	0	6	0	0	0	0	0	0	0	0	30	0	0	0	0						
02163	冥火道袍(男)	items/16012	3	16012	0	0	4	80	80	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	21	1	10	1	9	0	0	0	0	0	0	0	0	30	0	0	0	0						
02164	冥火道袍(男)	items/16012	4	16012	0	0	4	80	80	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	27	1	13	1	12	0	0	0	0	0	0	0	0	30	0	0	0	0						
02165	冥火道袍(女)	items/16013	0	16013	1	0	4	80	80	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	4	0	2	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0						
02166	冥火道袍(女)	items/16013	1	16013	1	0	4	80	80	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	9	0	4	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0						
02167	冥火道袍(女)	items/16013	2	16013	1	0	4	80	80	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	7	0	6	0	0	0	0	0	0	0	0	30	0	0	0	0						
02168	冥火道袍(女)	items/16013	3	16013	1	0	4	80	80	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	21	1	10	1	9	0	0	0	0	0	0	0	0	30	0	0	0	0						
02169	冥火道袍(女)	items/16013	4	16013	1	0	4	80	80	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	27	1	13	1	12	0	0	0	0	0	0	0	0	30	0	0	0	0						
02170	虎魄战甲(男)	items/11020	0	11020	0	0	1	90	90	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0						
02171	虎魄战甲(男)	items/11020	1	11020	0	0	1	90	90	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	31	0	0	0	0						
02172	虎魄战甲(男)	items/11020	2	11020	0	0	1	90	90	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	20	0	0	0	0	2	20	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02173	虎魄战甲(男)	items/11020	3	11020	0	0	1	90	90	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				7	28	0	0	0	0	3	28	1	7	0	0	0	0	0	0	0	0	31	0	0	0	0						
02174	虎魄战甲(男)	items/11020	4	11020	0	0	1	90	90	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				9	36	0	0	0	0	4	36	1	9	0	0	0	0	0	0	0	0	31	0	0	0	0						
02175	虎魄战甲(女)	items/11021	0	11021	1	0	1	90	90	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0						
02176	虎魄战甲(女)	items/11021	1	11021	1	0	1	90	90	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	31	0	0	0	0						
02177	虎魄战甲(女)	items/11021	2	11021	1	0	1	90	90	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				5	20	0	0	0	0	2	20	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02178	虎魄战甲(女)	items/11021	3	11021	1	0	1	90	90	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				7	28	0	0	0	0	3	28	1	7	0	0	0	0	0	0	0	0	31	0	0	0	0						
02179	虎魄战甲(女)	items/11021	4	11021	1	0	1	90	90	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				9	36	0	0	0	0	4	36	1	9	0	0	0	0	0	0	0	0	31	0	0	0	0						
02180	诛神法袍(男)	items/13014	0	13014	0	0	2	90	90	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	1	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02181	诛神法袍(男)	items/13014	1	13014	0	0	2	90	90	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	3	1	10	0	0	0	0	0	0	0	0	31	0	0	0	0						
02182	诛神法袍(男)	items/13014	2	13014	0	0	2	90	90	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	20	0	0	0	6	2	18	0	0	0	0	0	0	0	0	31	0	0	0	0						
02183	诛神法袍(男)	items/13014	3	13014	0	0	2	90	90	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	7	28	0	0	1	8	3	25	0	0	0	0	0	0	0	0	31	0	0	0	0						
02184	诛神法袍(男)	items/13014	4	13014	0	0	2	90	90	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	9	36	0	0	1	10	4	32	0	0	0	0	0	0	0	0	31	0	0	0	0						
02185	诛神法袍(女)	items/13015	0	13015	1	0	2	90	90	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	1	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02186	诛神法袍(女)	items/13015	1	13015	1	0	2	90	90	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	3	1	10	0	0	0	0	0	0	0	0	31	0	0	0	0						
02187	诛神法袍(女)	items/13015	2	13015	1	0	2	90	90	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	5	20	0	0	0	6	2	18	0	0	0	0	0	0	0	0	31	0	0	0	0						
02188	诛神法袍(女)	items/13015	3	13015	1	0	2	90	90	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	7	28	0	0	1	8	3	25	0	0	0	0	0	0	0	0	31	0	0	0	0						
02189	诛神法袍(女)	items/13015	4	13015	1	0	2	90	90	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	9	36	0	0	1	10	4	32	0	0	0	0	0	0	0	0	31	0	0	0	0						
02190	尊云道袍(男)	items/16014	0	16014	0	0	4	90	90	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	3	0	2	0	0	0	0	0	0	0	0	31	0	0	0	0						
02191	尊云道袍(男)	items/16014	1	16014	0	0	4	90	90	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	6	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02192	尊云道袍(男)	items/16014	2	16014	0	0	4	90	90	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	20	1	10	1	9	0	0	0	0	0	0	0	0	31	0	0	0	0						
02193	尊云道袍(男)	items/16014	3	16014	0	0	4	90	90	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	28	1	14	1	12	0	0	0	0	0	0	0	0	31	0	0	0	0						
02194	尊云道袍(男)	items/16014	4	16014	0	0	4	90	90	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	9	36	2	18	2	16	0	0	0	0	0	0	0	0	31	0	0	0	0						
02195	尊云道袍(女)	items/16015	0	16015	1	0	4	90	90	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	3	0	2	0	0	0	0	0	0	0	0	31	0	0	0	0						
02196	尊云道袍(女)	items/16015	1	16015	1	0	4	90	90	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	6	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0						
02197	尊云道袍(女)	items/16015	2	16015	1	0	4	90	90	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	20	1	10	1	9	0	0	0	0	0	0	0	0	31	0	0	0	0						
02198	尊云道袍(女)	items/16015	3	16015	1	0	4	90	90	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	28	1	14	1	12	0	0	0	0	0	0	0	0	31	0	0	0	0						
02199	尊云道袍(女)	items/16015	4	16015	1	0	4	90	90	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	9	36	2	18	2	16	0	0	0	0	0	0	0	0	31	0	0	0	0						
02200	弑天战甲(男)	items/11022	0	11022	0	0	1	100	100	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	7	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	32	0	0	0	0						
02201	弑天战甲(男)	items/11022	1	11022	0	0	1	100	100	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	15	0	0	0	0	1	15	0	4	0	0	0	0	0	0	0	0	32	0	0	0	0						
02202	弑天战甲(男)	items/11022	2	11022	0	0	1	100	100	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				6	25	0	0	0	0	3	25	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02203	弑天战甲(男)	items/11022	3	11022	0	0	1	100	100	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				8	35	0	0	0	0	4	35	1	9	0	0	0	0	0	0	0	0	32	0	0	0	0						
02204	弑天战甲(男)	items/11022	4	11022	0	0	1	100	100	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				11	46	0	0	0	0	5	45	1	12	0	0	0	0	0	0	0	0	32	0	0	0	0						
02205	弑天战甲(女)	items/11023	0	11023	1	0	1	100	100	1	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				1	7	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	32	0	0	0	0						
02206	弑天战甲(女)	items/11023	1	11023	1	0	1	100	100	2	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				3	15	0	0	0	0	1	15	0	4	0	0	0	0	0	0	0	0	32	0	0	0	0						
02207	弑天战甲(女)	items/11023	2	11023	1	0	1	100	100	3	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				6	25	0	0	0	0	3	25	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02208	弑天战甲(女)	items/11023	3	11023	1	0	1	100	100	4	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				8	35	0	0	0	0	4	35	1	9	0	0	0	0	0	0	0	0	32	0	0	0	0						
02209	弑天战甲(女)	items/11023	4	11023	1	0	1	100	100	5	1	1	2	50000	30000	1	0	1	1	0	0	0	0	0	0				11	46	0	0	0	0	5	45	1	12	0	0	0	0	0	0	0	0	32	0	0	0	0						
02210	妖月法袍(男)	items/13016	0	13016	0	0	2	100	100	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02211	妖月法袍(男)	items/13016	1	13016	0	0	2	100	100	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	15	0	0	0	4	1	13	0	0	0	0	0	0	0	0	32	0	0	0	0						
02212	妖月法袍(男)	items/13016	2	13016	0	0	2	100	100	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	6	25	0	0	0	7	3	22	0	0	0	0	0	0	0	0	32	0	0	0	0						
02213	妖月法袍(男)	items/13016	3	13016	0	0	2	100	100	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	8	35	0	0	1	10	4	31	0	0	0	0	0	0	0	0	32	0	0	0	0						
02214	妖月法袍(男)	items/13016	4	13016	0	0	2	100	100	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	11	46	0	0	1	13	5	40	0	0	0	0	0	0	0	0	32	0	0	0	0						
02215	妖月法袍(女)	items/13017	0	13017	1	0	2	100	100	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02216	妖月法袍(女)	items/13017	1	13017	1	0	2	100	100	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	3	15	0	0	0	4	1	13	0	0	0	0	0	0	0	0	32	0	0	0	0						
02217	妖月法袍(女)	items/13017	2	13017	1	0	2	100	100	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	6	25	0	0	0	7	3	22	0	0	0	0	0	0	0	0	32	0	0	0	0						
02218	妖月法袍(女)	items/13017	3	13017	1	0	2	100	100	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	8	35	0	0	1	10	4	31	0	0	0	0	0	0	0	0	32	0	0	0	0						
02219	妖月法袍(女)	items/13017	4	13017	1	0	2	100	100	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	11	46	0	0	1	13	5	40	0	0	0	0	0	0	0	0	32	0	0	0	0						
02220	寒天道袍(男)	items/16016	0	16016	0	0	4	100	100	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	3	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0						
02221	寒天道袍(男)	items/16016	1	16016	0	0	4	100	100	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	7	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02222	寒天道袍(男)	items/16016	2	16016	0	0	4	100	100	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	25	1	12	1	11	0	0	0	0	0	0	0	0	32	0	0	0	0						
02223	寒天道袍(男)	items/16016	3	16016	0	0	4	100	100	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	8	35	2	17	2	15	0	0	0	0	0	0	0	0	32	0	0	0	0						
02224	寒天道袍(男)	items/16016	4	16016	0	0	4	100	100	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	11	46	2	22	2	20	0	0	0	0	0	0	0	0	32	0	0	0	0						
02225	寒天道袍(女)	items/16017	0	16017	1	0	4	100	100	1	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	3	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0						
02226	寒天道袍(女)	items/16017	1	16017	1	0	4	100	100	2	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	7	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0						
02227	寒天道袍(女)	items/16017	2	16017	1	0	4	100	100	3	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	25	1	12	1	11	0	0	0	0	0	0	0	0	32	0	0	0	0						
02228	寒天道袍(女)	items/16017	3	16017	1	0	4	100	100	4	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	8	35	2	17	2	15	0	0	0	0	0	0	0	0	32	0	0	0	0						
02229	寒天道袍(女)	items/16017	4	16017	1	0	4	100	100	5	1	1	2	40000	30000	1	0	1	1	0	0	0	0	0	0				0	0	0	0	11	46	2	22	2	20	0	0	0	0	0	0	0	0	32	0	0	0	0						
#时装衣服																																																									
02230	刺客时装(男)	items/19000	5	19000	0	0	0	60	60	6	0	1	9	50000	30000	1	0	1	1	0	0	0	0	0	0				11	46	0	0	0	0	5	45	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0						
02235	刺客时装(女)	items/19001	5	19001	1	0	0	60	60	6	0	1	9	50000	30000	1	0	1	1	0	0	0	0	0	0				11	46	0	0	0	0	5	45	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0						
